0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
3.778e-02 6.999e+01 2.000e+02 6.631e+01 2.000e+02 2.000e+02
1.417e-01 2.000e+02 2.000e+02 6.630e+01 2.000e+02 2.000e+02
2.140e-01 1.011e+02 6.116e+01 4.691e+01 2.000e+02 2.000e+02
3.037e-01 9.851e+01 2.000e+02 6.630e+01 2.000e+02 2.000e+02
3.923e-01 8.057e+01 2.000e+02 6.616e+01 2.000e+02 2.000e+02
4.814e-01 8.979e+01 2.000e+02 6.601e+01 2.000e+02 2.000e+02
5.701e-01 8.437e+01 2.000e+02 6.392e+01 2.000e+02 2.000e+02
6.579e-01 7.061e+01 2.000e+02 6.282e+01 2.000e+02 2.000e+02
7.529e-01 1.929e+02 2.000e+02 6.196e+01 2.000e+02 2.000e+02
8.454e-01 1.585e+02 2.000e+02 5.543e+01 2.000e+02 2.000e+02
9.364e-01 1.332e+02 2.000e+02 4.630e+01 2.000e+02 2.000e+02
1.033e+00 2.000e+02 2.000e+02 5.598e+01 2.000e+02 2.000e+02
1.123e+00 1.279e+02 2.000e+02 5.444e+01 2.000e+02 2.000e+02
1.217e+00 1.878e+02 2.000e+02 5.327e+01 2.000e+02 2.000e+02
1.294e+00 1.441e+02 8.040e+01 5.344e+01 2.000e+02 2.000e+02
1.372e+00 1.820e+02 7.473e+01 5.428e+01 2.000e+02 2.000e+02
1.450e+00 1.866e+02 6.765e+01 5.513e+01 2.000e+02 2.000e+02
1.537e+00 2.000e+02 5.546e+01 5.947e+01 2.000e+02 2.000e+02
1.624e+00 6.777e+01 5.475e+01 2.000e+02 2.000e+02 2.000e+02
1.715e+00 1.443e+02 4.879e+01 2.000e+02 2.000e+02 2.000e+02
1.794e+00 2.000e+02 5.462e+01 6.074e+01 2.000e+02 2.000e+02
1.881e+00 1.961e+02 2.000e+02 5.653e+01 2.000e+02 2.000e+02
1.953e+00 7.025e+01 8.978e+01 5.395e+01 2.000e+02 2.000e+02
2.041e+00 2.000e+02 8.180e+01 5.394e+01 2.000e+02 2.000e+02
2.123e+00 2.000e+02 7.190e+01 5.474e+01 2.000e+02 2.000e+02
2.210e+00 2.000e+02 6.241e+01 5.891e+01 2.000e+02 2.000e+02
2.280e+00 6.358e+01 5.588e+01 6.170e+01 2.000e+02 2.000e+02
2.367e+00 2.000e+02 4.811e+01 6.615e+01 2.000e+02 2.000e+02
2.437e+00 5.522e+01 4.106e+01 6.714e+01 2.000e+02 2.000e+02
2.525e+00 2.000e+02 3.427e+01 6.464e+01 2.000e+02 2.000e+02
2.611e+00 4.218e+01 3.427e+01 2.000e+02 2.000e+02 2.000e+02
2.703e+00 1.266e+02 4.426e+01 2.000e+02 2.000e+02 2.000e+02
2.784e+00 1.764e+02 9.740e+01 5.227e+01 2.000e+02 2.000e+02
2.875e+00 1.223e+02 2.000e+02 4.730e+01 2.000e+02 2.000e+02
2.966e+00 1.255e+02 2.000e+02 4.254e+01 2.000e+02 2.000e+02
3.061e+00 1.830e+02 2.000e+02 4.214e+01 2.000e+02 2.000e+02
3.154e+00 1.535e+02 2.000e+02 4.550e+01 2.000e+02 2.000e+02
3.234e+00 1.788e+02 7.944e+01 4.805e+01 2.000e+02 2.000e+02
3.310e+00 1.037e+02 7.480e+01 5.225e+01 2.000e+02 2.000e+02
3.403e+00 1.552e+02 2.000e+02 5.500e+01 2.000e+02 2.000e+02
3.488e+00 1.385e+02 1.837e+02 6.778e+01 2.000e+02 2.000e+02
3.579e+00 9.654e+01 2.000e+02 6.727e+01 2.000e+02 2.000e+02
3.671e+00 9.431e+01 2.000e+02 6.840e+01 2.000e+02 2.000e+02
3.748e+00 1.159e+02 7.740e+01 7.099e+01 2.000e+02 2.000e+02
3.826e+00 1.337e+02 6.968e+01 7.338e+01 2.000e+02 2.000e+02
3.905e+00 1.438e+02 6.229e+01 7.585e+01 2.000e+02 2.000e+02
3.983e+00 1.430e+02 5.601e+01 7.815e+01 2.000e+02 2.000e+02
4.067e+00 1.488e+02 1.496e+02 7.622e+01 2.000e+02 2.000e+02
4.164e+00 2.000e+02 1.898e+02 6.984e+01 2.000e+02 2.000e+02
4.253e+00 9.450e+01 2.000e+02 6.561e+01 2.000e+02 2.000e+02
4.332e+00 5.952e+01 1.855e+02 6.590e+01 2.000e+02 2.000e+02
4.410e+00 4.338e+01 1.773e+02 6.629e+01 2.000e+02 2.000e+02
4.491e+00 7.727e+01 1.710e+02 6.806e+01 2.000e+02 2.000e+02
4.565e+00 7.603e+01 5.464e+01 6.866e+01 2.000e+02 2.000e+02
4.641e+00 1.234e+02 4.861e+01 6.741e+01 2.000e+02 2.000e+02
4.713e+00 7.967e+01 4.775e+01 6.532e+01 2.000e+02 2.000e+02
4.792e+00 1.571e+02 4.792e+01 5.931e+01 2.000e+02 2.000e+02
4.873e+00 5.814e+01 1.988e+02 5.174e+01 2.000e+02 2.000e+02
4.952e+00 4.893e+01 2.000e+02 4.312e+01 2.000e+02 2.000e+02
5.031e+00 4.053e+01 2.000e+02 3.501e+01 2.000e+02 2.000e+02
5.111e+00 3.439e+01 2.000e+02 2.842e+01 2.000e+02 2.000e+02
5.190e+00 3.102e+01 2.000e+02 2.391e+01 2.000e+02 2.000e+02
5.293e+00 2.000e+02 2.000e+02 1.980e+01 2.000e+02 2.000e+02
