0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
3.136e-02 7.192e+01 2.000e+02 7.647e+01 2.000e+02 2.000e+02
1.288e-01 2.000e+02 2.000e+02 7.647e+01 2.000e+02 2.000e+02
2.127e-01 2.000e+02 1.215e+02 7.629e+01 2.000e+02 2.000e+02
2.951e-01 8.846e+01 2.000e+02 7.629e+01 2.000e+02 2.000e+02
3.859e-01 2.000e+02 1.082e+02 7.514e+01 2.000e+02 2.000e+02
4.827e-01 2.000e+02 2.000e+02 7.428e+01 2.000e+02 2.000e+02
5.690e-01 1.667e+02 2.000e+02 7.312e+01 2.000e+02 2.000e+02
6.490e-01 6.217e+01 2.000e+02 7.267e+01 2.000e+02 2.000e+02
7.450e-01 2.000e+02 1.992e+02 7.311e+01 2.000e+02 2.000e+02
8.426e-01 2.000e+02 2.000e+02 7.480e+01 2.000e+02 2.000e+02
9.316e-01 1.975e+02 2.000e+02 7.603e+01 2.000e+02 2.000e+02
1.029e+00 2.000e+02 2.000e+02 7.948e+01 2.000e+02 2.000e+02
1.100e+00 5.181e+01 6.225e+01 7.948e+01 2.000e+02 2.000e+02
1.173e+00 5.534e+01 7.843e+01 8.066e+01 2.000e+02 2.000e+02
1.265e+00 1.253e+02 2.000e+02 7.977e+01 2.000e+02 2.000e+02
1.343e+00 1.647e+02 5.503e+01 7.754e+01 2.000e+02 2.000e+02
1.430e+00 2.000e+02 5.503e+01 7.647e+01 2.000e+02 2.000e+02
1.507e+00 5.384e+01 1.516e+02 7.416e+01 2.000e+02 2.000e+02
1.586e+00 9.948e+01 1.476e+02 7.081e+01 2.000e+02 2.000e+02
1.664e+00 1.105e+02 1.403e+02 6.796e+01 2.000e+02 2.000e+02
1.743e+00 1.148e+02 1.354e+02 6.699e+01 2.000e+02 2.000e+02
1.819e+00 7.754e+01 1.295e+02 6.823e+01 2.000e+02 2.000e+02
1.912e+00 2.000e+02 1.221e+02 8.428e+01 2.000e+02 2.000e+02
1.993e+00 1.800e+02 1.169e+02 7.558e+01 2.000e+02 2.000e+02
2.067e+00 3.483e+01 1.112e+02 7.699e+01 2.000e+02 2.000e+02
2.150e+00 2.000e+02 1.045e+02 7.390e+01 2.000e+02 2.000e+02
2.227e+00 1.212e+02 9.702e+01 6.910e+01 2.000e+02 2.000e+02
2.305e+00 1.533e+02 9.152e+01 6.365e+01 2.000e+02 2.000e+02
2.377e+00 5.494e+01 8.783e+01 5.947e+01 2.000e+02 2.000e+02
2.450e+00 8.056e+01 8.384e+01 5.725e+01 2.000e+02 2.000e+02
